# index ref form lemma:morpheus lemma:cltk lemma:cltk-stanza lemma:dilemma pos:morpheus pos:cltk pos:cltk-stanza pos:dilemma agree
11142 45.02.02 τὸ ὁ ὁ ὁ ὁ RA RA RA RA Y
11143 45.02.02 ἔργον ἔργνυμι ἔργον ἔργον ἔργον V- N- N- N- N
11144 45.02.02 μᾶλλον μᾶλλον μᾶλλον μᾶλλον μᾶλλον D- D- D- D- Y
11145 45.02.02 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11146 45.02.02 γνώμην γνώμη γνώμη γνώμη γνώμη N- N- N- N- Y
11147 45.02.02 προσέχουσιν. προσέχω προσέχουσις προσέχω προσέχω V- N- V- V- N
11148 45.02.03 καὶ καί καί καί καί C- C- D- C- Y
11149 45.02.03 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
11150 45.02.03 χεῖρας χείρ χείρ χείρ χείρ N- N- N- N- Y
11151 45.02.03 ἐλθόντες ἔρχομαι ἔρχομαι ἔρχομαι ἔρχομαι V- V- V- V- Y
11152 45.02.03 ἔτρεψαν τρέπω ἔτρεψαν τρέπω τρέπω V- V- V- V- N
11153 45.02.03 αὐτοὺς αὐτός αὐτός αὐτός αὐτός RP A- RP RP Y
11154 45.02.03 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11155 45.02.03 Ἕλληνες· Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
11156 45.02.03 οὕτω οὕτως οὕτω(ς) οὕτως οὕτως D- D- D- D- N
11157 45.02.03 δὴ δή δή δή δή X- D- D- X- Y
11158 45.02.03 κρατήσαντες κρατέω κρατέω κρατέω κρατέω V- V- V- V- Y
11159 45.02.03 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
11160 45.02.03 χώματος χῶμα χῶμα χῶμα χῶμα N- N- N- N- Y
11161 45.02.03 καὶ καί καί καί καί C- C- C- C- Y
11162 45.02.03 κατέβαλον· καταβάλλω καταβάλλω καταβάλλω καταβάλλω V- V- V- V- Y
11163 45.02.03 καὶ καί καί καί καί C- D- D- C- Y
11164 45.02.03 ὑπὸ ὑπό ὑπό ὑπό ὑπό P- P- P- P- Y
11165 45.02.03 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
11166 45.02.03 αὐτὸν αὐτός αὐτός αὐτός αὐτός RP A- A- RP Y
11167 45.02.03 χρόνον χρόνος χρόνος χρόνος χρόνος N- N- N- N- Y
11168 45.02.03 τοῦτον οὗτος οὗτος οὗτος οὗτος RD A- RP RP Y
11169 45.02.03 νῆές ναῦς νῆές ναῦς ναῦς N- V- N- N- N
11170 45.02.03 τινες τις τὶς τις τις RI A- RP RP N
11171 45.02.03 ἀφίκοντο ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι V- V- V- V- Y
11172 45.02.03 τοῦ ὁ ὁ ὁ ὁ RA RA RA RA Y
11173 45.02.03 Μιαύλου - Μιαύλος Μίαυλος μιαυλος -- N- N- N- N
11174 45.02.03 στρατηγοῦντος στρατηγέω στρατηγέω στρατηγέω στρατηγός V- V- V- V- N
11175 45.02.03 καὶ καί καί καί καί C- C- C- C- Y
11176 45.02.03 μάχῃ μάχη μάχη μάχη μάχη N- N- N- N- Y
11177 45.02.03 νικήσαντες νικάω νικάω νικάω νικάω V- V- V- V- Y
11178 45.02.03 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
11179 45.02.03 Τουρκικὰς - Τουρκικός Τουρκικός Τουρκικός -- A- A- A- Y
11180 45.02.03 ναῦς ναῦς ναῦς ναῦς ναῦς N- N- N- N- Y
11181 45.02.03 ἐσεκόμισαν εἰσκομίζω ἐσεκόμισαν εἰσκομίζω εἰσκομίζω V- V- V- V- N
11182 45.02.03 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
11183 45.02.03 ἐπιτήδεια ἐπιτήδειος ἐπιτήδειος ἐπιτήδεια ἐπιτήδειος A- A- A- A- N
11184 45.02.03 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
11185 45.02.03 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11186 45.02.03 πόλιν. πόλις πόλις πόλις πόλις N- N- N- N- Y
11187 46.01.01 οὕτω οὕτως οὕτω(ς) οὕτως οὕτως D- D- D- D- N
11188 46.01.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
11189 46.01.01 δὴ δή δή δή δή X- D- D- X- Y
11190 46.01.01 καλῶς καλός καλῶς καλός καλός A- D- D- D- N
11191 46.01.01 ἔπραξαν πράσσω πράσσω πράσσω πράσσω V- V- V- V- Y
11192 46.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11193 46.01.01 Ἕλληνες· Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
11194 46.01.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
11195 46.01.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
11196 46.01.01 Κιουταχή - Κιουταχή Κιουταχή Κιουταχής -- N- N- N- N
11197 46.01.01 καίπερ καίπερ καίπερ καίπερ καίπερ X- D- D- D- Y
11198 46.01.01 νόσῳ νόσος νόσος νόσος νόσος N- N- N- N- Y
11199 46.01.01 πιεζομένων πιέζω πιεζομένων πιέζω πιέζω V- V- V- V- N
11200 46.01.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11201 46.01.01 στρατιωτῶν στρατιώτης στρατιώτης στρατιώτης στρατιώτης N- N- N- N- Y
11202 46.01.01 (ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
11203 46.01.01 χωρίῳ χωρίον χωρίον χώριος χωρίον N- N- N- N- N
11204 46.01.01 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
11205 46.01.01 ἑλώδει ἑλώδης ἑλώδω ἑλώδης ἑλώδης A- V- A- A- N
11206 46.01.01 ἐστρατοπεδεύοντο) ἐνστρατοπεδεύω στρατοπεδεύω στρατοπεδεύω στρατοπεδεύω V- V- V- V- N
11207 46.01.01 οὐδὲν οὐδείς οὐδείς οὐδείς οὐδείς RP A- RP RP Y
11208 46.01.01 ἧσσον ἥσσων ἥσσων ἥσσων κακός A- A- A- A- N
11209 46.01.01 κατὰ κατά κατά κατά κατά P- P- P- P- Y
11210 46.01.01 χώραν χώρα χώρα χώρα χώρα N- N- N- N- Y
11211 46.01.01 ἔμενε μένω μένω μένω μένω V- V- V- V- Y
11212 46.01.01 καὶ καί καί καί καί C- C- C- C- Y
11213 46.01.01 ἐκ ἐκ ἐκ ἐκ ἐκ P- P- P- P- Y
11214 46.01.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11215 46.01.01 δυνατῶν δυνάτης δυνατός δυνατός δυνατός N- N- A- A- N
11216 46.01.01 ἐπολιόρκει πολιορκέω πολιορκέω πολιορκέω πολιορκέω V- V- V- V- Y
11217 46.01.01 ἔτι ἔτι ἔτι ἔτι ἔτι D- D- D- D- Y
11218 46.01.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11219 46.01.01 πόλιν· πόλις πόλις πόλις πόλις N- N- N- N- Y
11220 46.01.01 καὶ καί καί καί καί C- D- D- C- Y
11221 46.01.01 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
11222 46.01.01 ἔδοξεν δοκέω δοκέω δοκέω δοκέω V- V- V- V- Y
11223 46.01.01 αὐτῷ αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
11224 46.01.01 περιμένειν περιμένω περιμένω περιμένω περιμένω V- V- V- V- Y
11225 46.01.01 ἕως ἕως ἕως ἕως ἕως C- C- C- P- Y
11226 46.01.01 ἄν ἄν1 ἄν ἄν ἄν X- D- D- X- N
11227 46.01.01 τις τις τὶς τις τις RI RA RP RP N
11228 46.01.01 ὠφελία ὠφέλεια ὠφελία ὠφελίον ὠφέλεια N- N- N- N- N
11229 46.01.01 ἐκ ἐκ ἐκ ἐκ ἐκ P- P- P- P- Y
11230 46.01.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
11231 46.01.01 Πελοποννήσου Πελοπόννησος πελοπόννησος Πελοπόννησος Πελοπόννησος N- N- N- N- N
11232 46.01.01 παραγένηται· παραγίγνομαι παραγένηται παραγίγνομαι παραγίγνομαι V- V- V- V- N
11233 46.01.01 καὶ καί καί καί καί C- D- D- C- Y
11234 46.01.01 ἅμα ἅμα ἅμα ἅμα ἅμα D- P- P- D- Y
11235 46.01.01 τῷ ὁ ὁ ὁ ὁ RA RA RA RA Y
11236 46.01.01 φθινοπώρῳ φθινόπωρον φθινοπῶρος φθινόπωρος φθινόπωρον N- N- N- N- N
11237 46.01.01 ἀφίκετο ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι V- V- V- V- Y
11238 46.01.01 αὐτὸς αὐτός αὐτός αὐτός αὐτός RP RA RP RP Y
11239 46.01.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
11240 46.01.01 Ἰβραήμης - Ἰβραήμης Ἰβραήμης Ἰβραήμης -- N- N- N- Y
11241 46.01.01 πεζῇ πεζός πεζός πεζός πεζός A- A- A- A- Y
11242 46.01.01 πορευθεὶς πορεύω πορεύω πορεύω πορεύομαι V- V- V- V- N
11243 46.01.01 μετὰ μετά μετά μετά μετά P- P- P- P- Y
11244 46.01.01 στρατιωτῶν στρατιώτης στρατιώτης στρατιώτης στρατιώτης N- N- N- N- Y
11245 46.01.01 τετρακισχιλίων τετρακισχίλιοι τετρακισχίλιοι τετρακισχίλιοι τετρακισχίλιοι A- A- A- A- Y
11246 46.01.01 καὶ καί καί καί καί C- C- C- C- Y
11247 46.01.01 ἅμα ἅμα ἅμα ἅμα ἅμα D- P- D- D- Y
11248 46.01.01 νῆες ναῦς ναῦς ναῦς ναῦς N- N- N- N- Y
11249 46.01.01 οὐκ οὐ οὐ οὐ οὐ D- D- D- D- Y
11250 46.01.01 ὀλίγαι ὀλίγος ὀλίγος ὀλίγος ὀλίγος A- A- A- A- Y
11251 46.01.01 ἐκ ἐκ ἐκ ἐκ ἐκ P- P- P- P- Y
11252 46.01.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
11253 46.01.01 Ἀλεξανδρείας Ἀλεξανδρεία Ἀλεξανδρεία Ἀλεξανδρεία Ἀλεξάνδρεια N- N- N- N- N
11254 46.01.01 ἐκπλεύσασαι ἐκπλέω ἐκπλεύσασαι ἐκπλέω ἐκπλέω V- V- V- V- N
11255 46.01.01 παρεγίγνοντο. παραγίγνομαι παρεγίγνομαι παραγίγνομαι παραγίγνομαι V- V- V- V- N
11256 46.02.01 καὶ καί καί καί καί C- C- D- C- Y
11257 46.02.01 ἤδη ἤδη ἤδη ἤδη ἤδη D- D- D- D- Y
11258 46.02.01 πᾶσι πᾶς πᾶς πᾶς πᾶς A- A- A- RP Y
11259 46.02.01 φανερὸν φανερός φανερός φανερός φανερός A- A- A- A- Y
11260 46.02.01 ἦν εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
11261 46.02.01 ὅτι ὅστις ὅτι ὅτι ὅτι RR C- C- C- N
11262 46.02.01 οὐκέτι οὐκέτι οὐκέτι οὐκέτι οὐκέτι D- D- D- D- Y
11263 46.02.01 οἷός οἷος οἷος οἷος οἷος A- A- A- RP Y
11264 46.02.01 τ’ σύ ἐτ τις τε RP N- A- X- N
11265 46.02.01 ἔσται εἰμί εἰμί εἰμί εἰμί V- V- V- V- Y
11266 46.02.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
11267 46.02.01 Μιαύλης - Μιαύλη Μιαύλης μιαυλη -- N- N- N- N
11268 46.02.01 σιτία σιτίον σῖτος σιτίον σιτίον N- N- N- N- N
11269 46.02.01 ἐσκομίζειν εἰσκομίζω ἐσκομίζω εἰσκομίζω εἰσκομίζω V- V- V- V- N
11270 46.02.01 οὐδὲ οὐδέ οὐδέ οὐδέ οὐδέ X- C- C- C- Y
11271 46.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11272 46.02.01 πολῖται πολίτης πολίτης πολίτης πολίτης N- N- N- N- Y
11273 46.02.01 ὀλίγοι ὀλίγος ὀλίγος ὀλίγος ὀλίγος A- A- A- A- Y
11274 46.02.01 πρὸς πρός πρός πρός πρός P- P- P- P- Y
11275 46.02.01 πολλοὺς πολύς πολύς πολύς πολύς A- A- A- A- Y
11276 46.02.01 ἀγωνιζόμενοι ἀγωνίζομαι ἀγωνιμζάνω ἀγωνίζομαι ἀγωνίζομαι V- V- V- V- N
11277 46.02.01 δυνήσονται δύναμαι δύναμαι δύναμαι δύναμαι V- V- V- V- Y
11278 46.02.01 ἀντέχειν ἀντέχω ἀντέχω ἀντέχω ἀντέχω V- V- V- V- Y
11279 46.02.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11280 46.02.01 ἔξω· ἔξω ἔξω ἔξω ἔξω D- D- P- D- Y
11281 46.02.01 καὶ καί καί καί καί C- D- D- C- Y
11282 46.02.01 γὰρ γάρ γάρ γάρ γάρ X- X- D- X- Y
11283 46.02.01 καθ’ κατά καθ ὁ κατά P- D- RA P- N
11284 46.02.01 ἡμέραν ἥμερος ἡμέρα ἡμέρα ἡμέρα A- N- N- N- N
11285 46.02.01 ἑκάστην ἕκαστος ἕκαστος ἕκαστος ἕκαστος A- A- A- RP Y
11286 46.02.01 προϊοῦσαν πρόειμι1 προϊέω προίημι πρόειμι V- V- V- V- N
11287 46.02.01 ἐπεδίδου ἐπιδίδωμι ἐπιδίδωμι ἐπιδίδωμι ἐπιδίδωμι V- V- V- V- Y
11288 46.02.01 ἡ ὁ ὁ ὁ ὁ RA RA RA RA Y
11289 46.02.01 ἀπορία ἀπορία ἀπορία ἀπορία ἀπορία N- N- N- N- Y
11290 46.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11291 46.02.01 πάντων, πᾶς πᾶς πᾶς πᾶς A- A- A- RP Y
11292 46.02.01 καὶ καί καί καί καί C- C- C- C- Y
11293 46.02.01 ἅμα ἅμα ἅμα ἅμα ἅμα D- D- D- D- Y
11294 46.02.01 ἀπέθανον ἀποθνήσκω ἀποθνήσκω ἀποθνήσκω ἀποθνῄσκω V- V- V- V- N
11295 46.02.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11296 46.02.01 νόσῳ νόσος νόσος νόσος νόσος N- N- N- N- Y
11297 46.02.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11298 46.02.01 τραύμασιν τραῦμα τραύμασιν τραῦμα τραῦμα N- V- N- N- N
11299 46.02.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11300 46.02.01 καὶ καί καί καί καί C- D- D- C- Y
11301 46.02.01 λιμῷ λιμός λιμός λιμός λιμός N- N- N- N- Y
11302 46.02.01 πλέον, πλέος πολύς πλείων πλείων A- A- A- A- N
11303 46.02.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11304 46.02.01 πεντακόσιοι πεντακόσιοι πεντακόσιοι πεντακόσιοι πεντακόσιοι A- A- A- A- Y
11305 46.02.01 καὶ καί καί καί καί C- C- C- C- Y
11306 46.02.01 χίλιοι χίλιοι χίλιοι χίλιοι χίλιοι A- A- A- A- Y
11307 46.02.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11308 46.02.01 πολιτῶν. πολίτης πολίτης πολίτης πολίτης N- N- N- N- Y
11309 46.02.02 ὅμως ὅμως ὅμως ὅμως ὅμως C- D- C- D- Y
11310 46.02.02 δὲ δέ δέ δέ δέ X- D- D- C- Y
11311 46.02.02 οὐδεὶς οὐδείς οὐδείς οὐδείς οὐδείς RP A- RP RP Y
11312 46.02.02 ἤθελεν ἐθέλω ἐθέλω ἐθέλω θέλω V- V- V- V- N
11313 46.02.02 ἐνδοῦναι ἐνδίδωμι ἐνδίδωμι ἐνδέω ἐνδίδωμι V- V- V- V- N
11314 46.02.02 οὐδὲ οὐδέ οὐδέ οὐδέ οὐδέ X- C- C- C- Y
11315 46.02.02 δέχεσθαι δέχομαι δέχομαι δέχομαι δέχομαι V- V- V- V- Y
11316 46.02.02 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
11317 46.02.02 σπονδὰς σπονδή σπονδή σπονδή σπονδή N- N- N- N- Y
11318 46.02.02 ἃς ὅς ὅς ὅς ὅς RR RP RP RP Y
11319 46.02.02 ἐδίδου δίδωμι δίδωμι δίδωμι δίδωμι V- V- V- V- Y
11320 46.02.02 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
11321 46.02.02 Ἰβραήμης. - Ἰβραήμης Ἰβραήμης Ἰβραήμης -- N- N- N- Y
11322 46.02.03 καὶ καί καί καί καί C- C- D- C- Y
11323 46.02.03 ἐπειδὴ ἐπεί ἐπειδή ἐπεί ἐπεί C- C- C- C- N
11324 46.02.03 οὐκέτι οὐκέτι οὐκέτι οὐκέτι οὐκέτι D- D- D- D- Y
11325 46.02.03 εἶχον ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
11326 46.02.03 σῖτον σῖτος σῖτος σῖτος σῖτος N- N- N- N- Y
11327 46.02.03 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11328 46.02.03 στρατηγοὶ στρατηγός στρατηγός στρατηγός στρατηγός N- N- N- N- Y
11329 46.02.03 ὥστε ὥστε ὥστε ὥστε ὥστε D- C- C- C- Y
11330 46.02.03 διδόναι δίδωμι δίδωμι δίδωμι δίδωμι V- V- V- V- Y
11331 46.02.03 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11332 46.02.03 πολίταις πολίτης πολίτης πολίτης πολίτης N- N- N- N- Y
11333 46.02.03 καὶ καί καί καί καί C- C- C- C- Y
11334 46.02.03 λιμῷ λιμός λιμός λιμός λιμός N- N- N- N- Y
11335 46.02.03 ἔμελλον μέλλω μέλλω μέλλω μέλλω V- V- V- V- Y
11336 46.02.03 ἀποθνῄσκειν, ἀποθνήσκω ἀποθνῄσκω ἀποθνήσκω ἀποθνῄσκω V- V- V- V- N
11337 46.02.03 γνώμην γνώμη γνώμη γνώμη γνώμη N- N- N- N- Y
11338 46.02.03 ἐποιήσαντο ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
11339 46.02.03 ὅτι ὅστις ὅτι ὅτι ὅτι RR C- C- C- N
11340 46.02.03 δεῖ δέομαι δεῖ δεῖ δέω V- V- V- V- N
11341 46.02.03 ξύμπαντας σύμπας σύμπας σύμπας σύμπας A- V- A- A- Y
11342 46.02.03 τούς ὁ ὁ ὁ ὁ RA RA RA RA Y
11343 46.02.03 τε τε τε τε τε X- D- D- C- Y
11344 46.02.03 ἀνθρώπους ἄνθρωπος ἄνθρωπος ἄνθρωπος ἄνθρωπος N- N- N- N- Y
11345 46.02.03 καὶ καί καί καί καί C- C- C- C- Y
11346 46.02.03 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
11347 46.02.03 γυναῖκας γυνή γυνή γυνή γυνή N- N- N- N- Y
11348 46.02.03 καὶ καί καί καί καί C- C- C- C- Y
11349 46.02.03 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
11350 46.02.03 παῖδας, παῖς παῖς παῖς παῖς N- N- N- N- Y
11351 46.02.03 ὅσοι ὅσος ὅσος ὅσος ὅσος A- A- A- RP Y
11352 46.02.03 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
11353 46.02.03 τῇ ὁ ὁ ὁ ὁ RA RA RA RA Y
11354 46.02.03 πόλει πόλις πόλις πόλις πόλις N- N- N- N- Y
11355 46.02.03 ὑπόλοιποι ὑπόλοιπος ὑπόλοιποι ὑπόλοιπος ὑπόλοιπος A- N- A- A- N
11356 46.02.03 ἦσαν, εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
11357 46.02.03 ὑπὸ ὑπό ὑπό ὑπό ὑπό P- P- P- P- Y
11358 46.02.03 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11359 46.02.03 πολεμίων πολέμιος πολέμιος πολέμιος πολέμιος A- N- A- A- Y
11360 46.02.03 μαχομένους μάχομαι μάχομαι μάχομαι μάχομαι V- V- V- V- Y
11361 46.02.03 διαφθαρῆναι διαφθείρω διαφθείρω διαφθείρω διαφθείρω V- V- V- V- Y
11362 46.02.03 μᾶλλον μᾶλλον μᾶλλον μᾶλλον μᾶλλον D- D- D- D- Y
11363 46.02.03 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11364 46.02.03 σφᾶς σφάζω σφεῖς σφεῖς σφεῖς V- RP RP RP N
11365 46.02.03 αὐτοὺς αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
11366 46.02.03 παραδοῦναι. παραδίδωμι παραδίδωμι παραδίδωμι παραδίδωμι V- V- V- V- Y
11367 46.03.01 καὶ καί καί καί καί C- C- D- C- Y
11368 46.03.01 ἐπειδὴ ἐπεί ἐπειδή ἐπεί ἐπεί C- C- C- C- N
11369 46.03.01 καιρὸς καιρός καιρός καιρός καιρός N- N- N- N- Y
11370 46.03.01 ἐδόκει δοκέω δοκέω δοκέω δοκέω V- V- V- V- Y
11371 46.03.01 εἶναι, εἰμί εἰμί εἰμί ἔρχομαι V- V- V- V- N
11372 46.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11373 46.03.01 Μεσολογγῖται, - Μεσολογγίτης Μεσολογγίτης Μεσολογγίτης -- N- N- N- Y
11374 46.03.01 πλὴν πλήν πλήν πλήν πλήν P- D- P- P- Y
11375 46.03.01 εἴ εἰ εἰ εἰ εἰ C- C- C- C- Y
11376 46.03.01 τινες τις τις τις τις RI RP RP RP Y
11377 46.03.01 ἢ ἤ1 ἤ ἤ ἤ C- D- C- C- N
11378 46.03.01 τραύμασιν τραῦμα τραύμασιν τραῦμα τραῦμα N- V- N- N- N
11379 46.03.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11380 46.03.01 καὶ καί καί καί καί C- D- D- C- Y
11381 46.03.01 νόσῳ νόσος νόσος νόσος νόσος N- N- N- N- Y
11382 46.03.01 ἀσθενέστεροι ἀσθενής ἀσθενέστερος ἀσθενής ἀσθενής A- A- A- A- N
11383 46.03.01 ἦσαν εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
11384 46.03.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11385 46.03.01 ὥστε ὥστε ὥστε ὥστε ὥστε D- C- C- C- Y
11386 46.03.01 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
11387 46.03.01 οἰκίας οἰκία οἰκία οἰκία οἰκία N- N- N- N- Y
11388 46.03.01 λείπειν, λείπω λείπω λείπω λείπω V- V- V- V- Y
11389 46.03.01 ὑπὸ ὑπό ὑπό ὑπό ὑπό P- P- P- P- Y
11390 46.03.01 νύκτα νύξ νύξ νύξ νύξ N- N- N- N- Y
11391 46.03.01 πρὸς πρός πρός πρός πρός P- P- P- P- Y
11392 46.03.01 ταῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11393 46.03.01 πύλαις πύλη πύλη πύλη πύλη N- N- N- N- Y
11394 46.03.01 ἦσαν εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
11395 46.03.01 τεταγμένοι τάσσω τάσσω τάσσω τάσσω V- V- V- V- Y
11396 46.03.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11397 46.03.01 πάντες· πᾶς πᾶς πᾶς πᾶς A- A- A- RP Y
11398 46.03.01 ὧν ὅς ὅς ὅς ὅς RR RP RP RP Y
11399 46.03.01 αἱ ὁ ὁ ὁ ὁ RA RA RA RA Y
11400 46.03.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
11401 46.03.01 γυναῖκες γυνή γυνή γυνή γυνή N- N- N- N- Y
11402 46.03.01 τήν ὁ ὁ ὁ ὁ RA RA RA RA Y
11403 46.03.01 τε τε τε τε τε X- C- D- C- Y
11404 46.03.01 ἐσθῆτα ἐσθής ἐσθής ἐσθής ἐσθής N- N- N- N- Y
11405 46.03.01 καὶ καί καί καί καί C- C- C- C- Y
11406 46.03.01 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
11407 46.03.01 ὅπλα ὅπλον ὅπλον ὅπλον ὅπλον N- N- N- N- Y
11408 46.03.01 ὁμοῖα ὅμοιος ὅμοιος ὅμοιος ὅμοιος A- N- A- A- Y
11409 46.03.01 εἶχον ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
11410 46.03.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11411 46.03.01 ἀνθρώποις, ἄνθρωπος ἄνθρωπος ἄνθρωπος ἄνθρωπος N- N- N- N- Y
11412 46.03.01 ἔδοσαν δίδωμι δίδωμι δίδωμι δίδωμι V- V- V- V- Y
11413 46.03.01 δὲ δέ δέ δέ δέ X- C- C- C- Y
11414 46.03.01 ξιφίδια ξιφίδιον ξιφίδιος ξιφίδιον ξιφίδιον N- A- N- N- N
11415 46.03.01 καὶ καί καί καί καί C- C- C- C- Y
11416 46.03.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11417 46.03.01 παισίν. παῖς παῖς παῖς παῖς N- N- N- N- Y
11418 46.03.02 ἡγοῦντο ἁγέομαι ἡγοῦντο ἡγέομαι ἡγέομαι V- V- V- V- N
11419 46.03.02 δὲ δέ δέ δέ δέ X- D- D- C- Y
11420 46.03.02 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
11421 46.03.02 ὁδοῦ ὁδάω ὁδός ὁδός ὁδός V- N- N- N- N
11422 46.03.02 ὁπλῖται ὁπλίτης ὁπλίτης ὁπλίτης ὁπλίτης N- V- N- N- Y
11423 46.03.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
11424 46.03.02 δισχιλίους δισχίλιοι δισχίλιοι δισχίλιοι δισχίλιοι A- A- A- A- Y
11425 46.03.02 καὶ καί καί καί καί C- D- C- C- Y
11426 46.03.02 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11427 46.03.02 τάφρον τάφρος τάφρος τάφρος τάφρος N- N- N- N- Y
11428 46.03.02 διαβαίνουσιν διαβαίνω διαβαίνω διαβαίνω διαβαίνω V- N- V- V- Y
11429 46.03.02 ὑπὸ ὑπό ὑπό ὑπό ὑπό P- P- P- P- Y
11430 46.03.02 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11431 46.03.02 πολεμίων πολέμιος πολέμιος πολέμιος πολέμιος A- A- A- A- Y
11432 46.03.02 βαλλόμενοι. βάλλω βαλλόμενοι βάλλω βάλλω V- V- V- V- N
11433 46.03.03 καὶ καί καί καί καί C- C- D- C- Y
11434 46.03.03 μετὰ μετά μετά μετά μετά P- P- P- P- Y
11435 46.03.03 πολλῆς πολύς πολύς πολύς πολύς A- A- A- A- Y
11436 46.03.03 προθυμίας προθυμία προθυμία προθυμία προθυμία N- N- N- N- Y
11437 46.03.03 ἐπιφερόμενοι ἐπιφέρω ἐπιφέρω ἐπιφέρω ἐπιφέρω V- V- V- V- Y
11438 46.03.03 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11439 46.03.03 Τούρκοις Τοῦρκοι Τούρκος Τόρκος Τοῦρκος N- A- N- N- N
11440 46.03.03 ἐβιάσαντο βιάω βιάσαμαι βιάω βιάζω V- V- V- V- N
11441 46.03.03 οἱ ἕ ὁ ἕ ὁ RP RA RP RA N
11442 46.03.03 ἔμπροσθεν· ἔμπροσθεν ἔμπροσθεν ἔμπροσθεν ἔμπροσθεν D- D- D- P- Y
11443 46.03.03 ἔπειτα ἔπειτα ἔπειτα ἔπειτα ἔπειτα D- D- D- D- Y
11444 46.03.03 δὲ δέ δέ δέ δέ X- D- D- C- Y
